-4.95,5.0,0.14,-5.53,3.88,-0.63
-3.4,5.31,0.31,-5.25,3.83,-0.48
-4.62,4.82,0.5,-5.18,3.95,-0.78
-5.04,4.68,0.04,-4.84,3.27,-0.65
-4.65,5.32,-0.6,-5.43,3.55,-0.22
-4.35,5.37,-0.48,-5.74,3.94,-0.33
-2.9,5.07,0.28,-5.99,4.39,-0.52
-3.32,4.82,0.3,-6.46,3.85,-0.43
-3.95,5.44,-0.13,-5.38,3.97,-0.58
-3.98,5.36,-0.09,-5.73,3.87,-0.27
-3.6,6.56,0.07,-5.33,3.66,-0.71
-3.68,5.98,-0.52,-5.17,3.56,-0.58
-3.18,5.24,0.05,-5.2,3.55,-0.17
-3.81,4.49,-0.16,-4.32,4.1,-0.07
-4.43,4.9,0.08,-5.27,3.18,-0.66
-4.17,5.5,0.13,-4.68,2.86,-0.49
-4.67,5.84,-0.61,-4.0,3.16,-0.36
-4.13,5.54,-0.18,-3.77,3.28,-0.16
-3.67,5.93,-0.19,-3.67,3.15,-0.24
-3.97,5.28,0.1,-3.16,3.34,-0.36
-4.37,4.65,-0.13,-2.66,4.02,0.2
-3.77,4.74,-0.15,-2.79,2.98,-0.11
-3.23,4.58,0.41,-3.06,3.19,-0.03
-3.35,4.23,0.42,-3.15,2.14,0.48
-3.66,4.72,-0.3,-4.57,4.2,-0.55
-4.16,5.77,-0.3,-4.71,4.03,-0.33
-4.32,5.69,0.14,-4.5,4.15,-0.48
-5.27,5.33,-0.02,-4.45,4.01,-0.55
-5.16,4.47,-0.81,-4.82,3.57,-0.69
-4.76,5.11,-0.12,-4.36,4.2,-0.23
-3.76,5.04,-0.33,-4.55,3.76,-0.63
-3.85,5.1,0.07,-4.53,2.99,-0.07
-3.8,4.6,0.34,-4.81,3.94,-0.18
-4.16,4.19,0.17,-4.82,4.23,-0.74
-3.31,4.79,0.06,-4.21,3.0,0.04
-2.89,4.93,0.38,-4.38,3.21,0.18
-3.69,4.21,-0.2,-4.73,3.07,-0.56
-3.78,5.18,0.1,-4.56,3.36,-0.35
-5.16,5.66,0.09,-4.52,3.24,-0.62
-3.66,5.77,-0.4,-5.19,2.67,-0.27
-3.34,6.43,-0.5,-4.41,2.81,0.19
-4.22,6.32,-0.41,-4.34,3.29,-0.51
-3.77,6.38,0.18,-3.99,3.03,-0.36
-4.46,4.92,-0.03,-4.49,2.53,-0.28
-4.39,4.45,-0.06,-4.08,3.46,-0.39
-3.49,4.21,0.79,-5.2,2.88,-0.44
-3.87,4.38,0.3,-4.7,3.27,-0.49
-3.89,3.79,0.33,-4.48,3.28,-0.16
-3.39,3.88,0.7,-5.2,3.44,-0.51
-3.23,4.29,-0.07,-4.49,3.32,0.05
-4.24,5.33,0.0,-5.0,3.12,-0.77
-4.28,5.4,0.13,-5.25,3.13,-0.65
-3.75,5.89,-0.16,-5.06,4.11,-0.15
-3.51,5.16,0.28,-5.51,3.92,-0.97
-3.89,5.01,0.17,-4.82,3.45,0.22
-3.97,4.86,0.16,-4.96,2.98,-0.14
-3.74,4.75,0.21,-5.56,3.88,-0.29
-3.74,4.66,0.24,-5.14,3.77,-0.45
-3.46,4.63,0.04,-5.28,4.53,-0.39
-3.68,4.6,0.14,-5.03,4.44,-0.1
-3.44,4.42,0.38,-5.17,4.13,-0.14
-3.59,4.61,0.33,-5.14,4.19,-0.42
-3.0,4.85,-0.02,-5.17,4.14,-0.62
-2.58,5.89,0.62,-4.28,4.4,-0.71
-2.94,6.76,-0.14,-3.66,4.63,-0.31
-3.06,6.63,-0.2,-3.87,4.17,0.19
-3.06,6.27,-0.38,-4.61,3.79,-0.1
-4.04,5.66,-0.4,-4.37,4.1,0.22
-3.74,5.3,0.3,-4.61,3.96,-0.13
-4.33,4.39,-0.37,-5.37,4.78,-0.17
-3.87,5.53,-0.11,-5.47,4.67,-0.29
-3.73,5.36,-0.32,-5.61,4.33,-0.26
-3.78,5.28,-0.03,-5.37,4.71,-0.09
-3.91,5.37,-0.28,-5.57,4.89,-0.83
-3.03,5.01,0.17,-5.24,5.65,-0.62
-1.38,6.1,0.73,-5.36,5.6,-0.04
-2.44,4.61,0.91,-5.47,6.05,-0.61
-3.1,4.93,-0.01,-5.84,5.22,-0.28
-4.11,4.57,0.24,-4.56,5.36,-0.2
-3.92,4.24,-0.4,-4.56,5.68,-0.14
-3.57,4.56,-0.2,-4.6,6.28,-0.4
-2.74,4.24,0.41,-4.39,5.67,-0.31
-3.03,5.24,-0.44,-4.45,6.1,-0.35
-3.24,5.29,-0.59,-5.0,6.18,-0.43
-3.14,4.92,0.32,-4.98,5.97,-0.77
-3.21,4.26,0.25,-5.24,5.81,-0.5
-2.54,4.48,-0.08,-4.52,6.33,-0.47
-3.51,5.08,0.12,-4.38,5.63,0.02
-2.69,5.17,0.08,-4.89,5.87,-0.25
-2.97,4.7,-0.48,-5.19,5.63,-0.15
-3.53,5.72,0.04,-5.29,5.84,-0.06
-4.02,7.1,-0.79,-5.88,5.85,-0.35
-4.67,6.36,-0.44,-5.32,6.23,-0.27
-4.15,6.48,-0.41,-5.16,6.27,-0.53
-3.47,5.88,-0.1,-5.33,5.86,-0.41
-3.76,5.76,-0.08,-5.29,5.43,-0.5
-4.42,6.24,-0.02,-4.93,5.32,-0.32
-4.11,6.48,-0.5,-5.09,5.0,-0.1
-3.7,5.36,0.17,-5.31,4.58,-0.6
-4.09,6.22,-0.06,-4.92,4.67,-0.48
-3.84,5.93,-0.02,-4.79,4.88,-0.38
-3.22,5.76,-0.13,-4.7,5.48,-0.45
-3.78,5.96,-0.44,-3.98,4.83,0.16
-4.48,6.8,-0.1,-4.84,4.24,0.08
-3.63,6.74,-1.1,-4.56,4.12,0.14
-3.99,6.53,-0.57,-4.54,3.63,0.03
-4.32,6.34,-0.44,-4.6,4.23,0.14
-4.39,6.01,-0.21,-5.86,2.86,-0.88
-3.94,6.07,-0.48,-5.14,3.7,-0.42
-3.96,5.9,-0.78,-4.54,3.5,-0.8
-3.62,5.7,-0.13,-3.65,4.33,-1.01
-3.81,5.33,-0.13,-3.45,4.32,-0.31
-2.97,4.76,0.15,-4.18,4.31,-0.84
-3.3,5.4,-0.19,-3.9,3.94,0.01
-3.25,5.08,-0.31,-3.68,3.61,0.28
-3.17,4.79,-0.13,-4.52,4.22,-0.18
-3.37,4.94,-0.12,-5.45,4.34,0.03
-3.0,5.07,0.06,-5.53,3.88,-0.74
-3.11,4.77,-0.09,-5.48,3.99,-0.78
-2.95,5.07,-0.07,-5.75,3.77,-0.41
-3.02,5.14,0.24,-5.61,3.83,-0.29
-3.54,5.17,0.16,-6.56,3.11,-0.13
-2.99,4.8,-0.12,-5.7,3.31,-0.04
-2.89,4.5,0.14,-5.49,2.83,-0.6
-2.85,4.83,0.42,-5.81,3.0,-0.16
-2.76,4.83,-0.31,-6.71,4.38,-0.2
-3.46,4.93,-0.42,-7.04,3.77,-0.53
-2.57,5.05,-0.11,-7.13,3.19,-0.3
-2.16,5.27,0.21,-7.11,3.62,-0.18
-2.85,5.05,0.28,-6.01,3.31,-1.1
-2.65,4.81,0.23,-5.36,3.02,-0.62
-3.05,4.89,-0.34,-5.72,3.31,-0.7
-3.59,5.66,-0.52,-6.06,3.65,-0.97
-2.63,6.67,0.06,-6.04,4.36,-0.72
-3.22,6.3,0.28,-6.11,3.96,-1.29
-2.87,6.29,0.25,-6.11,3.7,-0.68
-2.83,4.74,1.03,-6.73,3.98,-0.28
-3.25,4.44,0.35,-6.28,5.22,-1.17
-3.22,3.78,-0.19,-6.96,4.43,-0.96
-3.17,4.87,-0.38,-6.42,4.77,-0.58
-3.6,4.71,-0.1,-6.5,3.82,-0.64
-3.59,4.57,-0.33,-6.81,3.63,-0.17
-3.37,4.5,0.23,-6.04,3.36,-0.48
-3.4,4.26,0.12,-5.91,3.58,-0.03
-3.36,4.47,-0.01,-5.39,3.77,-0.32
-3.33,4.61,-0.25,-4.58,3.58,0.32
-3.17,4.19,0.07,-5.26,3.45,-0.33
-3.07,4.37,-0.23,-4.98,3.55,-0.03
-3.21,4.37,-0.62,-4.81,3.42,-0.8
-2.9,3.98,0.36,-5.05,2.85,-0.07
-3.15,3.77,0.13,-5.17,3.36,-0.13
-3.2,4.24,0.17,-4.98,4.27,-0.51
-4.13,5.03,0.04,-5.31,4.0,-0.85
-4.49,4.45,-0.06,-5.08,4.52,-0.33
-4.39,5.65,-0.61,-5.19,4.73,-0.49
-4.02,6.02,-0.19,-5.29,4.61,-0.69
-3.22,5.4,0.02,-5.83,3.89,-0.77
-3.44,5.51,-0.64,-6.06,3.41,-1.03
-3.23,5.62,-0.44,-5.56,3.88,-0.81
-4.22,5.0,-0.42,-4.62,4.36,-0.65
-4.01,3.48,0.02,-3.92,4.0,-0.63
-3.81,5.11,-0.28,-3.36,3.19,0.21
-3.57,4.93,-0.22,-3.21,3.09,0.09
-4.19,4.36,0.63,-3.82,3.01,-0.23
-4.22,4.81,-0.15,-3.35,3.06,-0.25
-3.62,4.7,0.19,-3.58,3.07,-0.24
-3.36,4.99,0.01,-4.05,3.64,-0.06
-4.04,6.25,-0.23,-4.2,3.98,-0.41
-4.35,5.86,-0.19,-4.61,3.61,-0.13
-4.27,5.87,-0.27,-4.05,3.49,-0.37
-4.17,5.82,-0.18,-3.33,3.02,-0.03
-4.37,5.56,-0.32,-2.8,3.43,0.29
-4.43,5.73,-0.3,-3.92,3.94,-0.25
-4.22,5.22,-0.27,-3.8,4.27,-0.41
-4.25,5.12,0.09,-3.82,4.16,-0.25
-4.37,5.49,-0.18,-3.94,4.08,-0.3
-4.71,5.35,-0.17,-3.87,3.65,-0.42
-4.49,5.41,-0.46,-4.0,3.45,-0.58
-4.42,5.16,-0.05,-4.02,3.91,-0.14
-4.1,4.98,0.02,-3.75,3.53,-0.6
-5.21,5.78,0.19,-3.91,3.65,-0.4
-5.79,6.0,-0.08,-4.19,3.17,-0.44
-5.17,5.23,-0.22,-4.38,3.67,-0.63
-5.06,5.11,-0.31,-4.01,3.97,0.0
-5.39,5.21,-0.29,-4.0,3.97,-0.32
-4.91,5.7,-0.28,-4.14,4.25,-0.13
-5.42,5.25,0.2,-3.94,4.03,-0.46
-4.71,5.25,0.09,-3.26,4.07,-0.68
-6.53,6.52,-0.1,-2.73,3.31,0.79
-5.85,6.9,-0.49,-3.86,4.21,-0.19
-5.85,7.01,-0.62,-3.66,3.99,0.03
-5.66,6.97,-0.68,-3.83,3.96,-0.09
-5.57,6.48,-0.68,-3.69,4.35,-0.06
-5.58,5.72,-1.06,-3.7,4.47,0.01
-6.56,5.04,0.17,-2.64,4.11,-0.49
-4.53,5.97,-1.14,-3.53,3.72,0.29
-5.34,5.23,-0.57,-2.93,4.82,-0.68
-5.87,5.37,-0.01,-3.41,3.76,-0.04
-6.58,6.06,0.16,-2.46,3.15,0.51
-6.02,6.66,-0.43,-1.76,4.25,0.62
-4.89,6.59,-0.5,-3.38,3.49,-0.34
-5.07,6.89,-0.59,-3.17,3.59,0.03
-3.79,5.89,-0.07,-3.01,4.43,-0.2
-3.95,6.16,0.3,-3.62,4.81,-0.44
-4.91,5.45,0.4,-3.07,4.77,0.0
-5.16,5.51,0.65,-3.64,4.75,-0.16
-5.99,6.45,-0.13,-4.69,4.91,-0.94
-5.64,5.37,0.28,-4.63,5.16,-0.6
-5.45,6.03,-0.05,-4.07,5.35,-0.76
-5.23,6.29,-0.91,-4.41,4.79,-0.58
-4.45,6.11,-0.96,-4.31,4.63,-0.74
-4.53,6.08,0.19,-4.31,4.04,-0.38
-5.46,4.69,0.36,-3.32,4.32,-0.47
-4.12,4.24,1.34,-3.82,4.23,-0.4
-4.82,4.94,0.51,-3.71,4.09,-0.13
-4.12,5.72,0.45,-3.93,3.85,-0.23
-5.33,6.11,0.27,-4.11,3.59,-0.03
-4.25,5.67,0.13,-3.78,3.07,0.36
-3.44,5.12,0.37,-3.32,2.99,-0.04
-4.45,5.47,0.6,-3.27,2.99,0.08
-3.97,5.9,0.09,-3.69,3.85,-0.29
-3.78,6.1,-0.3,-3.72,3.51,-0.46
-3.02,7.54,-1.04,-3.52,3.31,-0.2
-2.32,8.21,0.23,-3.74,3.56,-0.01
-4.44,7.94,-1.14,-3.39,3.93,-0.35
-3.7,7.67,-0.48,-4.2,3.48,-0.24
-3.5,6.5,0.46,-4.33,3.91,0.09
-3.03,7.3,0.45,-4.08,4.22,-0.34
-3.64,5.47,0.12,-3.92,4.12,-0.53
-3.34,5.64,0.07,-2.85,4.46,-0.01
-3.24,6.07,0.34,-3.96,4.9,-0.35
-2.54,7.11,0.64,-3.96,4.87,-0.23
-3.19,7.44,-0.1,-4.04,4.95,-0.13
-3.14,6.05,-0.64,-4.28,4.7,-0.41
-3.54,6.57,-0.06,-4.46,4.57,-0.42
-4.5,8.14,-0.99,-4.11,4.19,-0.58
-3.37,8.43,-0.21,-4.03,4.01,-0.51
-3.5,8.23,0.47,-4.38,4.01,-0.31
-5.67,6.85,-0.62,-4.34,3.79,-0.02
-5.43,6.99,-0.34,-3.93,4.27,-0.52
-5.75,6.57,-0.4,-3.45,4.28,-0.12
-4.94,6.35,-0.56,-3.17,3.87,0.15
-6.32,5.15,-0.34,-2.94,3.83,0.11
-5.82,5.67,-0.12,-3.93,3.78,0.02
-5.82,6.42,-0.39,-4.33,4.28,0.02
-6.89,4.64,-1.2,-4.96,5.27,-0.11
-6.63,4.07,-0.12,-5.21,5.73,-0.93
-5.12,4.79,0.51,-4.61,5.63,-0.47
-4.25,5.7,0.68,-4.42,4.97,-0.14
-5.16,5.66,0.24,-3.71,5.59,-0.37
-5.77,4.55,0.58,-3.65,4.27,-1.06
-4.61,6.04,0.61,-3.46,4.82,-0.1
-4.87,5.09,-0.09,-3.44,4.76,-0.27
-4.95,6.63,-0.06,-3.1,4.96,-0.76
-5.12,5.94,-0.56,-3.73,3.9,-0.41
-4.3,7.58,0.06,-5.17,4.44,-0.83
-4.5,5.91,-0.45,-5.69,3.64,-0.29
-4.81,6.84,-0.25,-5.71,4.15,-0.18
-4.62,6.4,-0.4,-5.12,4.26,-0.59
-3.54,7.14,0.22,-6.19,5.18,-0.95
-4.51,6.72,-0.06,-6.27,5.45,-0.77
-4.72,6.95,-0.45,-6.29,5.01,-0.32
-4.92,7.32,-0.19,-6.93,5.14,-0.36
-5.93,7.29,-0.53,-7.49,5.44,-0.77
-5.88,5.61,0.5,-7.58,5.64,-0.6
-6.62,5.6,0.1,-6.7,4.63,-1.28
-5.34,5.1,-0.11,-7.0,3.89,-0.02
-4.14,5.44,-0.24,-7.1,3.43,0.64
-4.24,5.8,0.19,-5.95,4.03,0.19
-5.48,6.81,-0.34,-5.48,4.88,-0.48
-5.14,6.39,0.12,-6.04,4.54,-0.86
-5.31,5.23,0.23,-5.43,4.17,-0.34
-4.86,6.46,0.19,-7.03,4.39,-0.57
-4.86,7.13,0.34,-6.45,6.1,-1.23
-6.03,5.13,0.41,-6.78,5.37,-0.07
-5.5,5.77,-0.13,-7.34,5.73,-0.38
-5.69,5.76,-0.41,-7.15,6.07,-0.5
-4.9,5.4,-0.2,-7.35,6.05,-0.66
-4.37,5.38,-0.31,-7.07,5.57,-0.65
-4.61,5.83,-0.21,-5.95,5.68,-0.52
-5.25,6.51,0.2,-5.06,5.5,-0.41
-4.62,6.22,-0.29,-4.79,5.23,0.13
-4.37,6.59,-0.4,-4.56,4.9,-0.09
-3.45,6.62,-0.33,-4.2,5.04,0.32
-4.7,6.13,0.21,-4.24,4.94,-0.19
-5.11,7.51,-0.25,-3.97,4.92,0.21
-4.78,7.13,-0.15,-4.36,4.36,0.15
-4.82,7.22,-0.15,-4.06,3.55,0.29
-4.72,7.32,0.16,-3.98,2.4,0.46
-4.41,6.88,-0.34,-4.69,3.69,-0.41
-3.44,6.01,-0.65,-4.9,3.62,-0.28
-3.62,6.05,-0.2,-4.92,3.61,-0.43
-2.72,5.5,0.86,-4.23,3.52,-0.42
-2.71,6.52,0.19,-4.29,4.42,-0.66
-1.92,6.35,0.0,-4.26,5.04,-0.73
-2.9,4.69,1.38,-4.29,5.37,-0.49
-2.12,5.73,0.15,-4.53,5.16,-0.56
-2.62,7.06,0.11,-4.03,5.3,-0.22
-3.42,6.28,0.41,-3.17,4.68,0.14
-4.02,7.49,-0.11,-3.9,4.13,0.09
-4.32,8.3,-0.11,-3.28,4.75,-0.4
-4.59,7.72,-0.73,-3.62,4.95,-0.01
-3.76,6.44,-0.02,-3.47,4.0,-0.05
-4.61,7.61,0.08,-2.88,5.08,-0.68
-5.05,7.38,-0.34,-3.01,4.76,0.21
-5.46,6.82,-1.13,-3.12,4.69,0.15
-3.92,6.05,-0.22,-3.82,3.98,0.14
-3.69,6.07,0.3,-3.77,4.39,-0.09
-5.52,6.0,-0.4,-3.83,4.92,-0.1
-3.76,6.53,-0.16,-3.3,4.63,0.03
-2.7,5.09,0.76,-4.06,4.23,-0.58
-3.65,5.64,0.0,-3.28,4.77,-0.04
-2.71,5.62,0.53,-3.52,5.13,-0.17
-3.24,6.01,0.39,-3.43,4.69,-0.67
-3.18,6.57,0.23,-2.83,4.38,-0.37
-3.15,6.69,0.51,-2.87,3.46,0.04
-3.76,7.11,-0.47,-3.15,3.39,-0.12
-3.5,6.11,0.11,-3.19,3.26,-0.36
-3.6,5.62,0.5,-4.29,2.97,-0.02
-4.39,5.32,0.14,-3.86,3.8,-0.02
-4.19,5.63,-0.58,-3.93,2.85,-0.37
-4.01,5.74,-0.05,-3.54,2.44,0.27
-3.61,5.38,0.53,-3.76,3.02,0.05
-3.18,5.85,0.49,-3.72,3.59,-0.02
-4.29,7.35,-0.24,-4.1,2.8,0.18
-5.1,7.74,-1.1,-4.64,3.8,-0.28
-5.18,6.32,-0.86,-4.43,4.16,0.39
-4.53,6.43,-0.52,-3.99,4.84,-0.45
-4.74,6.12,-0.53,-3.54,4.49,0.1
-4.32,6.71,-0.18,-4.55,4.73,-0.07
-4.16,7.17,-0.43,-4.54,4.8,0.12
-4.69,7.49,0.75,-4.78,3.71,-0.12
-5.77,6.93,-0.44,-4.15,3.55,0.07
-5.38,6.53,-0.56,-3.74,4.54,0.37
-5.37,6.43,-0.76,-4.53,5.38,-0.02
-5.02,6.34,-0.77,-2.38,5.81,-0.31
-6.16,6.55,-0.78,-2.41,5.34,0.74
-6.0,5.98,-0.6,-2.27,5.22,0.58
-5.47,5.33,-0.92,-3.66,7.61,-0.19
-4.65,5.33,-0.29,-4.06,6.12,-0.43
-5.62,5.04,0.05,-3.66,5.96,-0.33
-4.71,5.87,-0.83,-3.94,5.91,-0.15
-4.67,5.4,-0.24,-3.71,5.39,0.1
-4.98,6.15,0.37,-4.51,5.8,-0.09
-5.48,6.82,-1.2,-5.59,6.75,-0.92
-5.01,6.37,0.2,-5.55,7.13,-0.77
-4.54,5.83,0.19,-5.58,6.43,-0.14
-4.71,6.36,0.2,-5.83,5.12,-0.12
-3.55,6.03,-0.06,-6.14,4.86,-0.1
-4.15,5.99,-0.47,-6.3,5.16,-0.54
-4.13,6.04,-0.04,-6.1,4.03,-0.04
-4.44,6.18,-0.36,-5.56,4.91,-0.17
-4.16,4.45,0.33,-5.52,4.43,-0.72
-4.31,4.1,0.61,-4.91,4.8,-1.04
-4.98,5.61,-0.11,-5.57,5.1,-1.02
-5.7,5.6,-0.24,-4.68,5.07,-0.14
-4.7,5.42,0.32,-5.15,5.21,-0.15
-4.29,4.94,0.18,-6.19,5.92,-0.2
-4.82,5.49,0.73,-6.47,5.21,-1.06
-5.42,5.88,-0.05,-6.62,4.72,-0.65
-4.39,5.81,0.09,-6.86,5.06,-0.13
-5.27,5.08,-0.14,-7.1,6.01,-0.78
-3.81,5.1,0.08,-6.05,6.45,-0.94
-4.7,4.78,0.26,-5.48,5.62,0.02
-4.08,5.32,0.14,-5.24,4.84,-0.23
-4.03,5.22,0.46,-5.51,4.83,-1.21
-4.48,5.58,0.36,-5.85,4.85,-0.65
-4.53,5.61,-0.04,-5.39,5.29,-0.86
-5.73,5.06,0.16,-5.3,4.71,0.01
-6.26,6.3,-0.25,-4.67,4.68,-0.81
-6.47,6.88,0.1,-5.42,6.04,0.03
-5.52,6.59,-0.16,-5.37,7.13,-0.57
-5.28,6.25,-0.42,-4.97,6.87,-0.67
-4.55,5.74,-0.24,-5.08,6.8,-0.1
-4.6,5.71,-0.07,-4.9,6.81,-0.39
-4.88,5.56,0.36,-5.53,6.97,-0.15
-5.73,5.51,-0.09,-5.31,6.23,-0.51
-6.57,6.89,0.06,-5.84,6.12,-0.38
-6.55,6.26,0.12,-5.37,5.2,-0.36
-5.58,5.62,0.0,-5.75,5.45,-0.69
-5.15,6.06,0.39,-5.94,5.17,-0.43
-6.63,6.67,0.03,-5.69,4.88,-0.6
-6.66,6.27,-0.69,-5.24,4.78,-0.63
-6.99,5.75,-0.94,-5.94,5.98,0.06
-6.45,5.02,0.25,-7.98,5.66,-1.2
-6.39,5.76,-0.3,-6.31,4.86,-1.22
-7.32,6.58,0.47,-6.87,4.99,-0.74
-5.33,6.83,-0.01,-6.6,4.43,-0.32
-4.47,6.38,0.06,-6.63,5.67,-0.81
-5.12,6.21,-0.49,-6.36,6.5,-1.37
-6.86,6.79,-0.24,-6.01,5.09,0.43
-5.49,6.95,-0.26,-5.99,6.31,-0.61
-4.77,6.76,-0.58,-6.72,5.91,-0.59
-5.16,6.24,0.01,-5.87,6.04,-0.62
-6.08,7.17,-0.34,-5.56,5.91,-0.89
-6.64,6.5,-0.7,-5.12,5.63,-0.15
-5.82,6.78,-0.22,-5.76,4.81,-0.08
-4.62,6.77,0.0,-5.58,4.67,-0.08
-5.0,7.32,0.03,-5.89,4.85,-0.23
-6.54,7.18,0.18,-5.94,4.96,-0.6
-5.72,7.37,-0.03,-6.28,4.92,-0.62
-5.08,6.21,-0.22,-5.07,5.1,-0.05
-5.58,6.12,-0.09,-5.57,4.89,-0.07
-4.96,6.78,-0.12,-6.16,5.85,-0.34
-5.96,6.95,-0.21,-6.15,5.7,-0.22
-6.44,6.85,-0.2,-5.81,5.94,-0.14
-5.24,6.93,-0.07,-4.83,5.31,-0.01
-6.02,6.91,-0.37,-5.68,4.38,0.18
-6.66,6.98,-0.34,-5.78,5.64,0.02
-6.58,6.57,-0.13,-6.39,6.3,-0.61
-5.96,6.45,-0.13,-6.53,5.91,-0.31
-6.3,6.55,-0.14,-6.06,5.41,-0.31
-6.3,6.46,0.05,-6.11,5.61,-0.65
-5.92,7.19,-0.36,-5.98,5.55,-0.5
-5.95,7.06,-0.42,-5.78,5.18,-0.72
-5.43,6.16,-0.08,-5.44,5.07,-1.17
-6.02,6.31,-0.37,-5.07,4.96,-0.78
-5.64,5.87,-0.09,-4.72,5.03,-0.09
-5.71,6.01,-0.11,-5.29,5.16,-0.12
-4.89,6.08,0.27,-4.3,6.32,-0.37
-5.18,5.24,0.22,-3.83,6.19,-0.33
-5.64,6.28,0.42,-5.64,6.01,-0.44
-5.95,6.69,-0.22,-5.39,5.14,-0.57
-5.87,7.02,-0.52,-4.6,4.99,-0.11
-5.61,6.51,-0.16,-4.81,5.52,-0.22
-5.74,7.19,-0.37,-5.07,5.33,-0.21
-5.48,6.29,-0.06,-6.13,5.61,-0.6
-5.68,6.56,-0.5,-5.55,5.58,-0.13
-5.51,6.3,-0.78,-5.29,5.62,-0.28
-5.55,6.03,-0.59,-5.2,5.48,-0.2
-5.03,5.45,0.05,-6.25,5.31,-0.6
-4.92,5.27,-0.03,-5.25,4.65,-0.02
-4.73,6.02,-0.09,-4.86,4.62,-0.25
-5.67,5.74,-0.28,-5.13,5.31,-0.37
-4.37,6.03,-0.12,-5.11,4.25,-0.19
-4.77,5.43,0.26,-4.73,4.31,-0.22
-4.38,6.35,-0.18,-4.6,3.71,-0.02
-4.77,5.68,-0.24,-5.13,4.14,-0.19
-4.36,6.43,0.35,-5.85,4.13,-0.26
-4.87,6.12,-0.36,-6.46,4.62,-0.47
-3.57,5.51,0.68,-6.5,4.18,-0.44
-2.74,5.88,0.06,-6.43,3.99,-0.02
-3.59,7.58,-0.26,-6.35,4.19,-0.8
-3.48,8.16,-0.09,-6.42,4.7,-0.78
-3.98,7.88,-0.03,-5.48,4.64,-0.76
-4.78,8.24,-0.28,-5.83,4.2,-0.62
-4.75,7.24,-1.0,-6.54,4.28,-0.21
-4.94,6.8,-0.4,-6.41,4.94,-0.31
-5.85,6.46,-0.93,-6.44,4.97,-0.69
-4.21,7.27,-0.3,-6.19,4.07,-0.4
-4.7,7.26,0.71,-6.41,4.57,-0.46
-5.07,7.0,-0.55,-7.14,4.59,-0.36
-4.82,6.85,-0.19,-6.18,4.58,-0.12
-4.31,8.0,0.11,-7.41,4.93,-0.73
-4.71,8.14,-0.31,-7.38,6.08,-1.19
-4.51,7.36,0.22,-6.73,6.02,-0.81
-3.93,6.77,0.17,-5.58,5.54,-0.44
-3.06,6.56,0.72,-6.03,5.65,-0.49
-4.05,5.1,0.8,-5.29,6.1,-0.42
-3.88,5.33,0.67,-5.16,5.55,0.11
-4.26,5.93,0.02,-5.28,4.28,0.14
-4.1,5.92,0.15,-6.29,4.47,-0.64
-4.28,6.18,-0.23,-5.88,4.87,-0.38
-3.87,5.91,0.21,-6.64,5.66,-0.24
-4.94,6.79,-0.01,-7.42,4.92,-0.35
-4.24,6.12,-0.06,-6.69,4.74,-1.09
-3.9,6.03,0.47,-7.24,4.12,-0.78
-4.58,6.46,0.13,-7.61,4.07,-0.76
-5.38,6.07,-0.12,-7.66,4.63,-1.07
-4.59,5.91,-0.45,-7.52,4.48,-0.35
